study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_strategy	fastq_md5	fastq_ftp	submitted_ftp	sra_ftp
PRJNA588313	SAMN13241759	SRX7119011	SRR10420937	408170	human gut metagenome	Res2_RNA_B2	RNA-Seq	47437e77eeba41f60b039849cfe29f86;50ada5a998279905c10a4e32d5a8d658	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/037/SRR10420937/SRR10420937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/037/SRR10420937/SRR10420937_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119010	SRR10420938	408170	human gut metagenome	Res2_RNA_B1	RNA-Seq	b25029585ff40edcb496a847fbd11dc5;308b5758b093d126eb0375791181a7f7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/038/SRR10420938/SRR10420938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/038/SRR10420938/SRR10420938_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119009	SRR10420939	408170	human gut metagenome	Res2_RNA_J6	RNA-Seq	81d5e23d375971aca26162901312b6c5;caa28ba529ba4a6f87cb012cc2f1f0c9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/039/SRR10420939/SRR10420939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/039/SRR10420939/SRR10420939_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119008	SRR10420940	408170	human gut metagenome	Res2_RNA_J5	RNA-Seq	047834bc39af6f1c727e4235aa5e2f4e;9353689025d23ef1ab0f72ebec134f19	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/040/SRR10420940/SRR10420940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/040/SRR10420940/SRR10420940_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119007	SRR10420941	408170	human gut metagenome	Res2_RNA_J4	RNA-Seq	bbcbebd39ec6b7af4d246bfa455aebf8;103eea2ccb3dc591f6c5a896162e328d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/041/SRR10420941/SRR10420941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/041/SRR10420941/SRR10420941_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119006	SRR10420942	408170	human gut metagenome	Res2_RNA_J2	RNA-Seq	a33597786efcef88a9f9220a5f36eb37;abfeeee78809ab7a894922b3ef2d794d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/042/SRR10420942/SRR10420942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/042/SRR10420942/SRR10420942_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119005	SRR10420943	408170	human gut metagenome	Res2_RNA_J1	RNA-Seq	bcc5b3b91dd0a714cf7fa3ea411b07a3;51a1bf07f151790f1d18d6d35daebc21	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/043/SRR10420943/SRR10420943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/043/SRR10420943/SRR10420943_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119004	SRR10420944	408170	human gut metagenome	Res2_RNA_I6	RNA-Seq	2a89a5ea597df31d12261bd7990a0b52;a8a861a29b177f0b540ce3a057a91862	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/044/SRR10420944/SRR10420944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/044/SRR10420944/SRR10420944_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119003	SRR10420945	408170	human gut metagenome	Res2_RNA_I5	RNA-Seq	67f920fc6cf838f5c6ac924f27899e76;31a3df981416efe3787e80499871c6f7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/045/SRR10420945/SRR10420945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/045/SRR10420945/SRR10420945_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119002	SRR10420946	408170	human gut metagenome	Res2_RNA_I4	RNA-Seq	c3f5914d251c73622c4fab2384603b59;4aed6638bef2017ebe2524f3536d06bc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/046/SRR10420946/SRR10420946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/046/SRR10420946/SRR10420946_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119001	SRR10420947	408170	human gut metagenome	Res2_RNA_I3	RNA-Seq	65d277ab8a3a9b541c5230185ceb6d3b;1ed9105aab7f1a0d952f4f1e31e161e7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/047/SRR10420947/SRR10420947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/047/SRR10420947/SRR10420947_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119000	SRR10420948	408170	human gut metagenome	Res2_RNA_A6	RNA-Seq	8e7c7092c738c4b41d5b9f6ca92c1948;48d2ae80d0845debfdfee34e5a251c09	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/048/SRR10420948/SRR10420948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/048/SRR10420948/SRR10420948_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118999	SRR10420949	408170	human gut metagenome	Res2_RNA_I2	RNA-Seq	4f93dd1d53dc621ec6267646b9bd02c2;41233d78476484938a1b1f61804f88ee	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/049/SRR10420949/SRR10420949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/049/SRR10420949/SRR10420949_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118998	SRR10420950	408170	human gut metagenome	Res2_RNA_I1	RNA-Seq	51a282b627ddfa317635bd30f9260f5a;7616e53980f47e140c191b78f97848a0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/050/SRR10420950/SRR10420950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/050/SRR10420950/SRR10420950_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118997	SRR10420951	408170	human gut metagenome	Res2_RNA_H6	RNA-Seq	bec054c83443862fc22f35b21175c900;797e3e9130530b6cfba9c49b6d7ec54b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/051/SRR10420951/SRR10420951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/051/SRR10420951/SRR10420951_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118996	SRR10420952	408170	human gut metagenome	Res2_RNA_H5	RNA-Seq	ddcb29dbb04005e39f7c8b1c45bd22e3;c29331f8a983894a0c2182ac103528ab	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/052/SRR10420952/SRR10420952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/052/SRR10420952/SRR10420952_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118995	SRR10420953	408170	human gut metagenome	Res2_RNA_H4	RNA-Seq	491f5ec2955f7cf8e35e870239501f22;20034fa6d8eb7a1c99bc237302543994	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/053/SRR10420953/SRR10420953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/053/SRR10420953/SRR10420953_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118994	SRR10420954	408170	human gut metagenome	Res2_RNA_H3	RNA-Seq	be30b9765b4e5c310af28e931fc80193;7d4d81afda64967484e328b6ad13a8b8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/054/SRR10420954/SRR10420954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/054/SRR10420954/SRR10420954_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118993	SRR10420955	408170	human gut metagenome	Res2_RNA_H2	RNA-Seq	fe1e9174f4cdcb3fac7869ff0ee36df1;e14b429c0bcc5b9d5cfcbc7444c44cef	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/055/SRR10420955/SRR10420955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/055/SRR10420955/SRR10420955_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118992	SRR10420956	408170	human gut metagenome	Res2_RNA_H1	RNA-Seq	0d26a00b1cd5b89167e719b531d7ba90;b63f888b1fddac525b249088be471191	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/056/SRR10420956/SRR10420956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/056/SRR10420956/SRR10420956_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118991	SRR10420957	408170	human gut metagenome	Res2_RNA_G6	RNA-Seq	51c6bb27cca66ae1be280a32c9bd3488;c561b95025906c9cb0b07e23a21c6af6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/057/SRR10420957/SRR10420957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/057/SRR10420957/SRR10420957_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118990	SRR10420958	408170	human gut metagenome	Res2_RNA_G5	RNA-Seq	0b5ef818b86ffb9e52440897536ff4f6;bdea0ef426d9ee4401d091ef4039a218	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/058/SRR10420958/SRR10420958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/058/SRR10420958/SRR10420958_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118989	SRR10420959	408170	human gut metagenome	Res2_RNA_A5	RNA-Seq	d0c74dfbb876ecd0c8e35ad233f1c1bc;f8f69b14f7badd362dc03813ae753ba3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/059/SRR10420959/SRR10420959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/059/SRR10420959/SRR10420959_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118988	SRR10420960	408170	human gut metagenome	Res2_RNA_G4	RNA-Seq	74e1780578a0eddcd95dec5452fa68f7;5c82df85c2555059399a4f6b56f43a8e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/060/SRR10420960/SRR10420960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/060/SRR10420960/SRR10420960_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118987	SRR10420961	408170	human gut metagenome	Res2_RNA_G3	RNA-Seq	7a08427dc5e20132d4b5d160dab9d36c;1f2f480630a6e7369b44a675cfe96ed8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/061/SRR10420961/SRR10420961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/061/SRR10420961/SRR10420961_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118986	SRR10420962	408170	human gut metagenome	Res2_RNA_G2	RNA-Seq	e78d4ed3026319380a64b2b9fb605928;6cb8cfe2fc6bfbb00841856d9d2c65a9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/062/SRR10420962/SRR10420962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/062/SRR10420962/SRR10420962_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118985	SRR10420963	408170	human gut metagenome	Res2_RNA_G1	RNA-Seq	6fd984c10e14463f8bc7742db22af3bd;d108a23d733b199227659c914a995243	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/063/SRR10420963/SRR10420963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/063/SRR10420963/SRR10420963_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118984	SRR10420964	408170	human gut metagenome	Res2_RNA_F6	RNA-Seq	bf599d9fe8f32d26b26e1a1035eae7c8;8a5b6217b585661b196cf127556de9e4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/064/SRR10420964/SRR10420964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/064/SRR10420964/SRR10420964_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118983	SRR10420965	408170	human gut metagenome	Res2_RNA_F5	RNA-Seq	d9a731885fee13367a4e65a9a01fd525;457613eb423e7946c2bbee84eba93474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/065/SRR10420965/SRR10420965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/065/SRR10420965/SRR10420965_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118982	SRR10420966	408170	human gut metagenome	Res2_RNA_F4	RNA-Seq	df2597c82cda5ed8033ab9b08766c198;6c70b76d30b73f02f34f35da16ca57f0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/066/SRR10420966/SRR10420966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/066/SRR10420966/SRR10420966_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118981	SRR10420967	408170	human gut metagenome	Res2_RNA_F3	RNA-Seq	5bd1829a2f44d89e68e9f392746db5ef;e2449e53ab5628737baac9964e9c8bbd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/067/SRR10420967/SRR10420967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/067/SRR10420967/SRR10420967_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118980	SRR10420968	408170	human gut metagenome	Res2_RNA_F2	RNA-Seq	53434797b3cdd596e660bbd33f13c68a;696fc65909abaaab40f1f064e72d9a72	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/068/SRR10420968/SRR10420968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/068/SRR10420968/SRR10420968_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118979	SRR10420969	408170	human gut metagenome	Res2_RNA_F1	RNA-Seq	6b22ddcbfa1755d0623bd5e8b3f5fc7f;05680f10325de59dbdc4fa6f4038c3bc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/069/SRR10420969/SRR10420969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/069/SRR10420969/SRR10420969_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118978	SRR10420970	408170	human gut metagenome	Res2_RNA_A4	RNA-Seq	025f5a14de7d552ba674f256bfe4457c;ae16a46874e63e42ac1219a106ab3d66	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/070/SRR10420970/SRR10420970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/070/SRR10420970/SRR10420970_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118977	SRR10420971	408170	human gut metagenome	Res2_RNA_E6	RNA-Seq	d394cabe229dfcf1f95f9cf3452732b0;129b0a92ebab52748c8f82cd580f4dea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/071/SRR10420971/SRR10420971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/071/SRR10420971/SRR10420971_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118976	SRR10420972	408170	human gut metagenome	Res2_RNA_E5	RNA-Seq	41a3aa852780e91150195fd4b70e3a9f;97c539f4a47b97b2f51d88303d125006	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/072/SRR10420972/SRR10420972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/072/SRR10420972/SRR10420972_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118975	SRR10420973	408170	human gut metagenome	Res2_RNA_E4	RNA-Seq	edd818a4a7ab4ef268894890cd7a47f6;4e0fe5060a1eb4e576daa365b825c7f1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/073/SRR10420973/SRR10420973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/073/SRR10420973/SRR10420973_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118974	SRR10420974	408170	human gut metagenome	Res2_RNA_E3	RNA-Seq	38e2676e41869cc528659ac5f66e6fb9;c6e4dd7f17d620ebdc2882a109854bcb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/074/SRR10420974/SRR10420974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/074/SRR10420974/SRR10420974_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118973	SRR10420975	408170	human gut metagenome	Res2_RNA_E2	RNA-Seq	89af9a1fe3528855a4f4be1ab7e669d4;a3a52c65a7c72b19b0beadcca6c2829d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/075/SRR10420975/SRR10420975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/075/SRR10420975/SRR10420975_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118972	SRR10420976	408170	human gut metagenome	Res2_RNA_E1	RNA-Seq	825249acfcb0919a835a3e44dd172b26;42e6ab7b69a9a16ea3917c67d599c164	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/076/SRR10420976/SRR10420976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/076/SRR10420976/SRR10420976_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118971	SRR10420977	408170	human gut metagenome	Res2_RNA_D6	RNA-Seq	0d17a6fa0fe9297b5eb2f5ea34ae8476;0d2edf6402e4707102d08eae0eb963eb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/077/SRR10420977/SRR10420977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/077/SRR10420977/SRR10420977_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118970	SRR10420978	408170	human gut metagenome	Res2_RNA_D5	RNA-Seq	a825c4564d34224a997330318fc686cf;03609b8fb026ce8fac3f624529dadb25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/078/SRR10420978/SRR10420978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/078/SRR10420978/SRR10420978_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118969	SRR10420979	408170	human gut metagenome	Res2_RNA_D4	RNA-Seq	27ca54ba60abd904bccc2c42b6a314a0;8f3dab991848afa2c1bf47755efad8f2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/079/SRR10420979/SRR10420979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/079/SRR10420979/SRR10420979_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118968	SRR10420980	408170	human gut metagenome	Res2_RNA_D3	RNA-Seq	829306b14261ceb4e43bb703dda5f8cb;37cda87f5cb40bd60629e346bd3c2992	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/080/SRR10420980/SRR10420980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/080/SRR10420980/SRR10420980_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118967	SRR10420981	408170	human gut metagenome	Res2_RNA_A3	RNA-Seq	476eb0ac3a787b96d306fd614e957121;24ce4abe153791b289cbd4bb7ec1b3f4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/081/SRR10420981/SRR10420981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/081/SRR10420981/SRR10420981_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118966	SRR10420982	408170	human gut metagenome	Res2_RNA_D2	RNA-Seq	d9c6e4329b0de0478bf07bf50e28e1f9;4c9b207442d8bb9a3073ebffe22ab9a5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/082/SRR10420982/SRR10420982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/082/SRR10420982/SRR10420982_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118965	SRR10420983	408170	human gut metagenome	Res2_RNA_D1	RNA-Seq	705351ef5b0ca3a97bcd2500d3db1c49;6687ae108448e7abee9e7feba0905eed	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/083/SRR10420983/SRR10420983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/083/SRR10420983/SRR10420983_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118964	SRR10420984	408170	human gut metagenome	Res2_RNA_C6	RNA-Seq	ca66498add157204446f1e63b1ef9b1e;beb421bafc6a9b45ca3c8ec7befdfa7a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/084/SRR10420984/SRR10420984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/084/SRR10420984/SRR10420984_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118963	SRR10420985	408170	human gut metagenome	Res2_RNA_C5	RNA-Seq	2c7239ac1fd3bb1b3f5a7431890718cb;a4f7f86cca0e833e0efd4212f8b686cd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/085/SRR10420985/SRR10420985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/085/SRR10420985/SRR10420985_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118962	SRR10420986	408170	human gut metagenome	Res2_RNA_C4	RNA-Seq	95579b273e6410d99054b025bf30acea;525ecd87972c6ba5bb90380493d3e170	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/086/SRR10420986/SRR10420986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/086/SRR10420986/SRR10420986_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118961	SRR10420987	408170	human gut metagenome	Res2_RNA_C3	RNA-Seq	83c4673a6f7b551d479a1458950480ab;466981dce60cffa3b28496db76d5f54b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/087/SRR10420987/SRR10420987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/087/SRR10420987/SRR10420987_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118960	SRR10420988	408170	human gut metagenome	Res2_RNA_C2	RNA-Seq	26ea49cf471d9fd8b01d24fda11d4d5c;13fb266798843fb575bf3d1bae41a24d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/088/SRR10420988/SRR10420988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/088/SRR10420988/SRR10420988_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7118959	SRR10420989	408170	human gut metagenome	Res2_RNA_C1	RNA-Seq	fdd1f90c353afee66db9a31b0195bac3;945b81b1d190c237914f492c28327097	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/089/SRR10420989/SRR10420989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/089/SRR10420989/SRR10420989_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120038	SRR10423891	408170	human gut metagenome	Res2_DNA_B6	WGS	93298e0267f07ecfc7d47b949b77639f;31fe9ebda7f37ead88a6bd69a3a7d5c2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/091/SRR10423891/SRR10423891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/091/SRR10423891/SRR10423891_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120037	SRR10423892	408170	human gut metagenome	Res2_DNA_B5	WGS	03205389b86c3fd207375ab85cff7e9a;bc735b03d8e280862b04bbf920a62335	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/092/SRR10423892/SRR10423892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/092/SRR10423892/SRR10423892_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120036	SRR10423893	408170	human gut metagenome	Res2_DNA_A2	WGS	0e1863d758c24ea577f3d8726d00d8b5;d4ecb5e5faad184ad2bb1a40ac649cfe	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/093/SRR10423893/SRR10423893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/093/SRR10423893/SRR10423893_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120035	SRR10423894	408170	human gut metagenome	Res2_DNA_A1	WGS	06430d277a2fd5d2da0fcb98bf95fc1d;cda8d29119a1acbd450149e899cb6ee7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/094/SRR10423894/SRR10423894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/094/SRR10423894/SRR10423894_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120034	SRR10423895	408170	human gut metagenome	Res2_DNA_B4	WGS	5d102c1678bfa62a72f385286a644b2a;38b3d5af6deaf9a79f794b9a7c883e6a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/095/SRR10423895/SRR10423895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/095/SRR10423895/SRR10423895_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120033	SRR10423896	408170	human gut metagenome	Res2_DNA_B3	WGS	5df0d384478fb388f80cbb348590f275;726c5266e9db91bacfff6be035553d8c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/096/SRR10423896/SRR10423896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/096/SRR10423896/SRR10423896_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120032	SRR10423897	408170	human gut metagenome	Res2_DNA_B2	WGS	89eda6e71fce93da12ae1e15a56a6340;fd2001c9994fb5989eb08228454d7d20	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/097/SRR10423897/SRR10423897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/097/SRR10423897/SRR10423897_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120031	SRR10423898	408170	human gut metagenome	Res2_DNA_B1	WGS	6bd562707de52901d2df0cf01791fdf8;09911e940c28548c2dd1a28715a40ca2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/098/SRR10423898/SRR10423898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/098/SRR10423898/SRR10423898_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120030	SRR10423899	408170	human gut metagenome	Res2_DNA_J6	WGS	6e78456107b0a4d8532228e502a2f4d1;b7e16c86774fb2327544c7e3092b6c03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/099/SRR10423899/SRR10423899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/099/SRR10423899/SRR10423899_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120029	SRR10423900	408170	human gut metagenome	Res2_DNA_J5	WGS	103230b9ed4e7b434bc217a2642fa3b8;61b43c5e90abf9cca31c3b37b66b58af	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/000/SRR10423900/SRR10423900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/000/SRR10423900/SRR10423900_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120028	SRR10423901	408170	human gut metagenome	Res2_DNA_J4	WGS	46d812365e4c7bef886f5a90fce63b38;3258552336097f6d6f0079eb50e0a7d6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/001/SRR10423901/SRR10423901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/001/SRR10423901/SRR10423901_2.fastq.gz		
